NAME,MBID,URL,IMAGE_SMALL,IMAGE
Paul McCartney & Wings,d922d727-240a-4432-9a88-05a7cf9bc403,https://www.last.fm/music/Paul+McCartney+&+Wings,https://lastfm.freetls.fastly.net/i/u/34s/2a96cbd8b46e442fc41c2b86b821562f.png,https://lastfm.freetls.fastly.net/i/u/34s/2a96cbd8b46e442fc41c2b86b821562f.png
Paula Abdul,275d1fca-22e8-46b9-85e6-c3523098a599,https://www.last.fm/music/Paula+Abdul,https://lastfm.freetls.fastly.net/i/u/34s/2a96cbd8b46e442fc41c2b86b821562f.png,https://lastfm.freetls.fastly.net/i/u/34s/2a96cbd8b46e442fc41c2b86b821562f.png
Paluch,fc9c825e-4322-4003-a32f-e6b52522b488,https://www.last.fm/music/Paluch,https://lastfm.freetls.fastly.net/i/u/34s/2a96cbd8b46e442fc41c2b86b821562f.png,https://lastfm.freetls.fastly.net/i/u/34s/2a96cbd8b46e442fc41c2b86b821562f.png
Paul Desmond,d5bf3447-c526-4f7c-9931-4b7c80fe34de,https://www.last.fm/music/Paul+Desmond,https://lastfm.freetls.fastly.net/i/u/34s/2a96cbd8b46e442fc41c2b86b821562f.png,https://lastfm.freetls.fastly.net/i/u/34s/2a96cbd8b46e442fc41c2b86b821562f.png
Paul Baribeau,b92a78c0-ee14-42e3-9c02-479512c79ccc,https://www.last.fm/music/Paul+Baribeau,https://lastfm.freetls.fastly.net/i/u/34s/2a96cbd8b46e442fc41c2b86b821562f.png,https://lastfm.freetls.fastly.net/i/u/34s/2a96cbd8b46e442fc41c2b86b821562f.png
Paul Young,967002b0-58ef-4b22-a58c-fbc631ff695c,https://www.last.fm/music/Paul+Young,https://lastfm.freetls.fastly.net/i/u/34s/2a96cbd8b46e442fc41c2b86b821562f.png,https://lastfm.freetls.fastly.net/i/u/34s/2a96cbd8b46e442fc41c2b86b821562f.png
Paulinho Da Viola,087fc778-c1ed-4f32-bff7-19f8eeba9e57,https://www.last.fm/music/Paulinho+Da+Viola,https://lastfm.freetls.fastly.net/i/u/34s/2a96cbd8b46e442fc41c2b86b821562f.png,https://lastfm.freetls.fastly.net/i/u/34s/2a96cbd8b46e442fc41c2b86b821562f.png
Paul Gilbert,453321a7-3a77-47b0-8125-7bd385f3a730,https://www.last.fm/music/Paul+Gilbert,https://lastfm.freetls.fastly.net/i/u/34s/2a96cbd8b46e442fc41c2b86b821562f.png,https://lastfm.freetls.fastly.net/i/u/34s/2a96cbd8b46e442fc41c2b86b821562f.png
St. Paul & The Broken Bones,4486702e-7b26-43fd-babc-c0df7be0e1d9,https://www.last.fm/music/St.+Paul+&+The+Broken+Bones,https://lastfm.freetls.fastly.net/i/u/34s/2a96cbd8b46e442fc41c2b86b821562f.png,https://lastfm.freetls.fastly.net/i/u/34s/2a96cbd8b46e442fc41c2b86b821562f.png
Paul Cardall,b45ecac2-4e1e-48e4-8131-20b66bf3ae5e,https://www.last.fm/music/Paul+Cardall,https://lastfm.freetls.fastly.net/i/u/34s/2a96cbd8b46e442fc41c2b86b821562f.png,https://lastfm.freetls.fastly.net/i/u/34s/2a96cbd8b46e442fc41c2b86b821562f.png
Paula Fernandes,e59b2cdc-378b-42e8-b87a-a022b5f9a549,https://www.last.fm/music/Paula+Fernandes,https://lastfm.freetls.fastly.net/i/u/34s/2a96cbd8b46e442fc41c2b86b821562f.png,https://lastfm.freetls.fastly.net/i/u/34s/2a96cbd8b46e442fc41c2b86b821562f.png
Paul Kelly,e2459c47-a682-405f-bd20-0105b9a7f50a,https://www.last.fm/music/Paul+Kelly,https://lastfm.freetls.fastly.net/i/u/34s/2a96cbd8b46e442fc41c2b86b821562f.png,https://lastfm.freetls.fastly.net/i/u/34s/2a96cbd8b46e442fc41c2b86b821562f.png
Paulie Leparik,,https://www.last.fm/music/Paulie+Leparik,https://lastfm.freetls.fastly.net/i/u/34s/2a96cbd8b46e442fc41c2b86b821562f.png,https://lastfm.freetls.fastly.net/i/u/34s/2a96cbd8b46e442fc41c2b86b821562f.png
Paul Hardcastle,58e2800d-991d-4fe9-860b-1d27931ae8de,https://www.last.fm/music/Paul+Hardcastle,https://lastfm.freetls.fastly.net/i/u/34s/2a96cbd8b46e442fc41c2b86b821562f.png,https://lastfm.freetls.fastly.net/i/u/34s/2a96cbd8b46e442fc41c2b86b821562f.png
Paula Cole,d3ba9251-215f-4ef3-a6de-8aa256b9c30c,https://www.last.fm/music/Paula+Cole,https://lastfm.freetls.fastly.net/i/u/34s/2a96cbd8b46e442fc41c2b86b821562f.png,https://lastfm.freetls.fastly.net/i/u/34s/2a96cbd8b46e442fc41c2b86b821562f.png
Paul Wall,505cc7ac-b92c-46dd-94f2-e22b18fdcf57,https://www.last.fm/music/Paul+Wall,https://lastfm.freetls.fastly.net/i/u/34s/2a96cbd8b46e442fc41c2b86b821562f.png,https://lastfm.freetls.fastly.net/i/u/34s/2a96cbd8b46e442fc41c2b86b821562f.png
"Peter, Paul & Mary",3d621c94-2356-4532-ad52-79e0ef73e20c,"https://www.last.fm/music/Peter,+Paul+&+Mary",https://lastfm.freetls.fastly.net/i/u/34s/2a96cbd8b46e442fc41c2b86b821562f.png,https://lastfm.freetls.fastly.net/i/u/34s/2a96cbd8b46e442fc41c2b86b821562f.png
Paul Leonard-Morgan,6dff0382-de9d-4695-b221-5eac7b3c5ef5,https://www.last.fm/music/Paul+Leonard-Morgan,https://lastfm.freetls.fastly.net/i/u/34s/2a96cbd8b46e442fc41c2b86b821562f.png,https://lastfm.freetls.fastly.net/i/u/34s/2a96cbd8b46e442fc41c2b86b821562f.png
Paul Mauriat,87496c04-c857-4bd5-b86b-345129a1be63,https://www.last.fm/music/Paul+Mauriat,https://lastfm.freetls.fastly.net/i/u/34s/2a96cbd8b46e442fc41c2b86b821562f.png,https://lastfm.freetls.fastly.net/i/u/34s/2a96cbd8b46e442fc41c2b86b821562f.png
